	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3942	14	103	3	1	2	0	2	2	0.00000000e+00	5.23000000e+02	2s1.2S_1/2
3943	14	103	3	2	2	1	2	2	2.38027000e+01	5.23000000e+02	2s0.2p1.2P_1/2
3944	14	103	3	3	2	1	2	4	2.48160000e+01	5.23000000e+02	2s0.2p1.2P_3/2
3945	14	103	3	4	3	0	2	2	2.96058014e+02	5.23000000e+02	2s0.3s1.2S_1/2
3946	14	103	3	5	3	1	2	2	3.02635010e+02	5.23000000e+02	2s0.3p1.2P_1/2
3947	14	103	3	6	3	1	2	4	3.02932007e+02	5.23000000e+02	2s0.3p1.2P_3/2
3948	14	103	3	7	3	2	2	4	3.05342987e+02	5.23000000e+02	2s0.3d1.2D_3/2
3949	14	103	3	8	3	2	2	6	3.05428986e+02	5.23000000e+02	2s0.3d1.2D_5/2
3950	14	103	3	9	4	0	2	2	3.96843994e+02	5.23000000e+02	2s0.4s1.2S_1/2
3951	14	103	3	10	4	1	2	2	3.99489990e+02	5.23000000e+02	2s0.4p1.2P_1/2
3952	14	103	3	11	4	1	2	4	3.99626007e+02	5.23000000e+02	2s0.4p1.2P_3/2
3953	14	103	3	12	4	2	2	4	4.00635986e+02	5.23000000e+02	2s0.4d1.2D_3/2
3954	14	103	3	13	4	2	2	6	4.00673004e+02	5.23000000e+02	2s0.4d1.2D_5/2
3955	14	103	3	14	4	3	2	6	4.00756012e+02	5.23000000e+02	2s0.4f1.2F_5/2
3956	14	103	3	15	4	3	2	8	4.00776001e+02	5.23000000e+02	2s0.4f1.2F_7/2
3957	14	103	3	16	5	0	2	2	4.42865997e+02	5.23000000e+02	2s0.5s1.2S_1/2
3958	14	103	3	17	5	1	2	2	4.44191986e+02	5.23000000e+02	2s0.5p1.2P_1/2
3959	14	103	3	18	5	1	2	4	4.44253998e+02	5.23000000e+02	2s0.5p1.2P_3/2
3960	14	103	3	19	5	2	2	4	4.44781006e+02	5.23000000e+02	2s0.5d1.2D_3/2
3961	14	103	3	20	5	2	2	6	4.44799011e+02	5.23000000e+02	2s0.5d1.2D_5/2
3962	14	103	3	21	5	3	2	6	4.44848999e+02	5.23000000e+02	2s0.5f1.2F_5/2
3963	14	103	3	22	5	3	2	8	4.44848999e+02	5.23000000e+02	2s0.5f1.2F_7/2
3964	14	103	3	23	5	4	2	8	4.45018005e+02	5.23000000e+02	2s0.5g1.2G_7/2
3965	14	103	3	24	5	4	2	10	4.45028015e+02	5.23000000e+02	2s0.5g1.2G_9/2
3966	14	103	3	26	2	0	2	2	1.82043005e+03	5.23000000e+02	1s1.2s2.2S_1/2
3967	14	103	3	27	2	1	4	2	1.82656006e+03	5.23000000e+02	1s1.2s1.2p1.4P_1/2
3968	14	103	3	28	2	1	4	4	1.82681995e+03	5.23000000e+02	1s1.2s1.2p1.4P_3/2
3969	14	103	3	29	2	1	4	6	1.82750000e+03	5.23000000e+02	1s1.2s1.2p1.4P_5/2
3970	14	103	3	30	2	1	2	2	1.84498999e+03	5.23000000e+02	1s1.2s1.2p1.2P_1/2
3971	14	103	3	31	2	1	2	4	1.84553003e+03	5.23000000e+02	1s1.2s1.2p1.2P_3/2
3972	14	103	3	32	2	1	4	2	1.85192004e+03	5.23000000e+02	1s1.2p2.4P_1/2
3973	14	103	3	33	2	1	4	4	1.85235999e+03	5.23000000e+02	1s1.2p2.4P_3/2
3974	14	103	3	34	2	1	4	6	1.85288000e+03	5.23000000e+02	1s1.2p2.4P_5/2
3975	14	103	3	35	2	1	2	2	1.85309998e+03	5.23000000e+02	1s1.2s1.2p1.2P_1/2#2
3976	14	103	3	36	2	1	2	4	1.85381995e+03	5.23000000e+02	1s1.2s1.2p1.2P_3/2#2
3977	14	103	3	37	2	2	2	4	1.86381995e+03	5.23000000e+02	1s1.2p2.2D_3/2
3978	14	103	3	38	2	2	2	6	1.86394995e+03	5.23000000e+02	1s1.2p2.2D_5/2
3979	14	103	3	39	2	1	2	2	1.86684998e+03	5.23000000e+02	1s1.2p2.2P_1/2
3980	14	103	3	40	2	1	2	4	1.86779004e+03	5.23000000e+02	1s1.2p2.2P_3/2
3981	14	103	3	41	2	0	2	2	1.88054004e+03	5.23000000e+02	1s1.2p2.2S_1/2
3982	14	103	3	43	1	0	1	1	5.23000000e+02	5.23000000e+02	continuum
3983	14	103	3	25	12	0	1	1	5.19367981e+02	5.23000000e+02	superlevel
3984	14	103	3	42	1	0	0	1	1.90385999e+03	-1.38085999e+03	superlevel_[K]
