	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
4043	14	105	1	1	1	0	2	2	0.00000000e+00	2.67300000e+03	1s1.2S_1/2
4044	14	105	1	2	2	1	2	2	2.00432764e+03	2.67300000e+03	1s0.2p1.2P_1/2
4045	14	105	1	3	2	1	2	4	2.00608228e+03	2.67300000e+03	1s0.2p1.2P_3/2
4046	14	105	1	4	2	0	2	2	2.00439343e+03	2.67300000e+03	1s0.2s1.2S_1/2
4047	14	105	1	5	3	1	2	2	2.37610840e+03	2.67300000e+03	1s0.3p1.2P_1/2
4048	14	105	1	6	3	1	2	4	2.37662842e+03	2.67300000e+03	1s0.3p1.2P_3/2
4049	14	105	1	7	3	0	2	2	2.37612842e+03	2.67300000e+03	1s0.3s1.2S_1/2
4050	14	105	1	8	3	2	2	4	2.37662744e+03	2.67300000e+03	1s0.3d1.2D_3/2
4051	14	105	1	9	3	2	2	6	2.37679980e+03	2.67300000e+03	1s0.3d1.2D_5/2
4052	14	105	1	10	4	1	2	2	2.50616016e+03	2.67300000e+03	1s0.4p1.2P_1/2
4053	14	105	1	11	4	1	2	4	2.50637939e+03	2.67300000e+03	1s0.4p1.2P_3/2
4054	14	105	1	12	4	0	2	2	2.50616846e+03	2.67300000e+03	1s0.4s1.2S_1/2
4055	14	105	1	13	4	2	2	4	2.50637915e+03	2.67300000e+03	1s0.4d1.2D_3/2
4056	14	105	1	14	4	2	2	6	2.50645190e+03	2.67300000e+03	1s0.4d1.2D_5/2
4057	14	105	1	15	4	3	2	6	2.50645166e+03	2.67300000e+03	1s0.4f1.2F_5/2
4058	14	105	1	16	4	3	2	8	2.50648804e+03	2.67300000e+03	1s0.4f1.2F_7/2
4059	14	105	1	17	5	1	2	2	2.56632520e+03	2.67300000e+03	1s0.5p1.2P_1/2
4060	14	105	1	18	5	1	2	4	2.56643726e+03	2.67300000e+03	1s0.5p1.2P_3/2
4061	14	105	1	19	5	0	2	2	2.56632935e+03	2.67300000e+03	1s0.5s1.2S_1/2
4062	14	105	1	20	5	2	2	4	2.56643726e+03	2.67300000e+03	1s0.5d1.2D_3/2
4063	14	105	1	21	5	2	2	6	2.56647437e+03	2.67300000e+03	1s0.5d1.2D_5/2
4064	14	105	1	22	5	3	2	6	2.56647437e+03	2.67300000e+03	1s0.5f1.2F_5/2
4065	14	105	1	23	5	3	2	8	2.56649292e+03	2.67300000e+03	1s0.5f1.2F_7/2
4066	14	105	1	24	5	4	2	8	2.56649292e+03	2.67300000e+03	1s0.5g1.2G_7/2
4067	14	105	1	25	5	4	2	10	2.56650415e+03	2.67300000e+03	1s0.5g1.2G_9/2
4068	14	105	1	26	6	0	2	2	2.59116992e+03	2.66520996e+03	1s0.6s1.2S
4069	14	105	1	27	6	1	2	6	2.59116992e+03	2.66520996e+03	1s0.6p1.2P
4070	14	105	1	28	6	2	2	10	2.59116992e+03	2.66520996e+03	1s0.6d1.2D
4071	14	105	1	29	6	3	2	14	2.59116992e+03	2.66520996e+03	1s0.6f1.2F
4072	14	105	1	30	6	4	2	18	2.59116992e+03	2.66520996e+03	1s0.6g1.2G
4073	14	105	1	31	6	5	2	22	2.59116992e+03	2.66520996e+03	1s0.6h1.2H
4074	14	105	1	32	12	0	2	1	2.64669995e+03	2.66520996e+03	superlev
4075	14	105	1	33	1	0	1	1	2.66520996e+03	2.66520996e+03	continuu
