	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	349	3	1	2	0	2	2	0.000000e+00	2.046000e+03	2s1.2S_1/2
1	26	349	3	2	2	1	2	2	4.863208e+01	2.046000e+03	2s0.2p1.2P_1/2
2	26	349	3	3	2	1	2	4	6.437250e+01	2.046000e+03	2s0.2p1.2P_3/2
3	26	349	3	4	3	0	2	2	1.149826e+03	2.046000e+03	2s0.3s1.2S_1/2
4	26	349	3	5	3	1	2	2	1.163300e+03	2.046000e+03	2s0.3p1.2P_1/2
5	26	349	3	6	3	1	2	4	1.167867e+03	2.046000e+03	2s0.3p1.2P_3/2
6	26	349	3	7	3	2	2	4	1.173243e+03	2.046000e+03	2s0.3d1.2D_3/2
7	26	349	3	8	3	2	2	6	1.174730e+03	2.046000e+03	2s0.3d1.2D_5/2
8	26	349	3	9	4	0	2	2	1.545706e+03	2.046000e+03	2s0.4s1.2S_1/2
9	26	349	3	10	4	1	2	2	1.551250e+03	2.046000e+03	2s0.4p1.2P_1/2
10	26	349	3	11	4	1	2	4	1.553135e+03	2.046000e+03	2s0.4p1.2P_3/2
11	26	349	3	12	4	2	2	4	1.555362e+03	2.046000e+03	2s0.4d1.2D_3/2
12	26	349	3	13	4	2	2	6	1.555985e+03	2.046000e+03	2s0.4d1.2D_5/2
13	26	349	3	14	4	3	2	6	1.556107e+03	2.046000e+03	2s0.4f1.2F_5/2
14	26	349	3	15	4	3	2	8	1.556420e+03	2.046000e+03	2s0.4f1.2F_7/2
15	26	349	3	16	5	0	2	2	1.727381e+03	2.046000e+03	2s0.5s1.2S_1/2
16	26	349	3	17	5	1	2	2	1.730183e+03	2.046000e+03	2s0.5p1.2P_1/2
17	26	349	3	18	5	1	2	4	1.731121e+03	2.046000e+03	2s0.5p1.2P_3/2
18	26	349	3	19	5	2	2	4	1.732251e+03	2.046000e+03	2s0.5d1.2D_3/2
19	26	349	3	20	5	2	2	6	1.732566e+03	2.046000e+03	2s0.5d1.2D_5/2
20	26	349	3	21	5	3	2	6	1.732634e+03	2.046000e+03	2s0.5f1.2F_5/2
21	26	349	3	22	5	3	2	8	1.732793e+03	2.046000e+03	2s0.5f1.2F_7/2
22	26	349	3	23	5	4	2	8	1.732794e+03	2.046000e+03	2s0.5g1.2G_7/2
23	26	349	3	24	5	4	2	10	1.732891e+03	2.046000e+03	2s0.5g1.2G_9/2
24	26	349	3	42	6	1	2	2	1.826353e+03	2.046000e+03	2s0.6p1.2P_1/2
25	26	349	3	43	6	1	2	4	1.826940e+03	2.046000e+03	2s0.6p1.2P_3/2
26	26	349	3	44	7	1	2	2	1.884711e+03	2.046000e+03	2s0.7p1.2P_1/2
27	26	349	3	45	7	1	2	4	1.885080e+03	2.046000e+03	2s0.7p1.2P_3/2
28	26	349	3	26	2	0	2	2	6.613565e+03	2.046000e+03	1s1.2s2.2S_1/2
29	26	349	3	27	2	1	4	2	6.625297e+03	2.046000e+03	1s1.2s1.2p1.4P_1/2
30	26	349	3	28	2	1	4	4	6.629797e+03	2.046000e+03	1s1.2s1.2p1.4P_3/2
31	26	349	3	29	2	1	4	6	6.640083e+03	2.046000e+03	1s1.2s1.2p1.4P_5/2
32	26	349	3	32	2	1	4	2	6.683068e+03	2.046000e+03	1s1.2p2.4P_1/2
33	26	349	3	30	2	1	2	2	6.688380e+03	2.046000e+03	1s1.2s1.2p1.2P_1/2
34	26	349	3	35	2	1	4	4	6.690188e+03	2.046000e+03	1s1.2p2.4P_3/2
35	26	349	3	31	2	1	2	4	6.691175e+03	2.046000e+03	1s1.2s1.2p1.2P_3/2
36	26	349	3	36	2	1	4	6	6.697119e+03	2.046000e+03	1s1.2p2.4P_5/2
37	26	349	3	37	2	2	2	4	6.715622e+03	2.046000e+03	1s1.2p2.2D_3/2
38	26	349	3	38	2	1	2	2	6.718146e+03	2.046000e+03	1s1.2p2.2P_1/2
39	26	349	3	39	2	2	2	6	6.721542e+03	2.046000e+03	1s1.2p2.2D_5/2
40	26	349	3	40	2	1	2	4	6.733969e+03	2.046000e+03	1s1.2p2.2P_3/2
41	26	349	3	41	2	0	2	2	6.754210e+03	2.046000e+03	1s1.2p2.2S_1/2
42	26	349	3	33	2	1	2	2	6.673250e+03	2.045000e+03	1s1.2s1.2p1.2P_1/2#2
43	26	349	3	34	2	1	2	4	6.674600e+03	2.045000e+03	1s1.2s1.2p1.2P_3/2#2
44	26	349	3	46	8	1	2	2	1.923250e+03	2.045000e+03	2s0.8p1.2P_1/2
45	26	349	3	47	8	1	2	4	1.923520e+03	2.045000e+03	2s0.8p1.2P_3/2
46	26	349	3	48	9	1	2	2	1.949170e+03	2.045000e+03	2s0.9p1.2P_1/2
47	26	349	3	49	9	1	2	4	1.949350e+03	2.045000e+03	2s0.9p1.2P_3/2
48	26	349	3	50	10	1	2	2	1.967690e+03	2.045000e+03	2s0.10p1.2P_1/2
49	26	349	3	51	10	1	2	4	1.967820e+03	2.045000e+03	2s0.10p1.2P_3/2
50	26	349	3	25	12	0	1	1	2.030800e+03	2.045000e+03	superlevel
51	26	349	3	52	1	0	1	1	2.045000e+03	2.045000e+03	continuum
